recipe_id,direction,item_id,item_name,amount_per_cycle_raw,amount_per_cycle,unit,rate_per_min,game_build_id
Recipe_Alternate_HighSpeedWiring_C,input,Desc_Wire_C,Wire,40.0,40.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_HighSpeedWiring_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,1.0,1.0,items,1.875,docs_a81d250e96aa
Recipe_Alternate_HighSpeedWiring_C,output,Desc_SpaceElevatorPart_3_C,Automated Wiring,4.0,4.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_HeavyOilResidue_C,input,Desc_LiquidOil_C,Crude Oil,3000.0,3.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_HeavyOilResidue_C,output,Desc_HeavyOilResidue_C,Heavy Oil Residue,4000.0,4.0,m3,40.0,docs_a81d250e96aa
Recipe_Alternate_HeavyOilResidue_C,output,Desc_PolymerResin_C,Polymer Resin,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_Alternate_HeavyFlexibleFrame_C,input,Desc_ModularFrame_C,Modular Frame,5.0,5.0,items,18.75,docs_a81d250e96aa
Recipe_Alternate_HeavyFlexibleFrame_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,3.0,3.0,items,11.25,docs_a81d250e96aa
Recipe_Alternate_HeavyFlexibleFrame_C,input,Desc_Rubber_C,Rubber,20.0,20.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_HeavyFlexibleFrame_C,input,Desc_IronScrew_C,Screws,104.0,104.0,items,390.0,docs_a81d250e96aa
Recipe_Alternate_HeavyFlexibleFrame_C,output,Desc_ModularFrameHeavy_C,Heavy Modular Frame,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_FusedWire_C,input,Desc_CopperIngot_C,Copper Ingot,4.0,4.0,items,12.0,docs_a81d250e96aa
Recipe_Alternate_FusedWire_C,input,Desc_GoldIngot_C,Caterium Ingot,1.0,1.0,items,3.0,docs_a81d250e96aa
Recipe_Alternate_FusedWire_C,output,Desc_Wire_C,Wire,30.0,30.0,items,90.0,docs_a81d250e96aa
Recipe_Alternate_FlexibleFramework_C,input,Desc_ModularFrame_C,Modular Frame,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_FlexibleFramework_C,input,Desc_SteelPlate_C,Steel Beam,6.0,6.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_FlexibleFramework_C,input,Desc_Rubber_C,Rubber,8.0,8.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_FlexibleFramework_C,output,Desc_SpaceElevatorPart_2_C,Versatile Framework,2.0,2.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_ElectrodeCircuitBoard_C,input,Desc_Rubber_C,Rubber,4.0,4.0,items,20.0,docs_a81d250e96aa
Recipe_Alternate_ElectrodeCircuitBoard_C,input,Desc_PetroleumCoke_C,Petroleum Coke,8.0,8.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_ElectrodeCircuitBoard_C,output,Desc_CircuitBoard_C,Circuit Board,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_ElectroAluminumScrap_C,input,Desc_AluminaSolution_C,Alumina Solution,12000.0,12.0,m3,180.0,docs_a81d250e96aa
Recipe_Alternate_ElectroAluminumScrap_C,input,Desc_PetroleumCoke_C,Petroleum Coke,4.0,4.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_ElectroAluminumScrap_C,output,Desc_AluminumScrap_C,Aluminum Scrap,20.0,20.0,items,300.0,docs_a81d250e96aa
Recipe_Alternate_ElectroAluminumScrap_C,output,Desc_Water_C,Water,7000.0,7.0,m3,105.0,docs_a81d250e96aa
Recipe_Alternate_DilutedPackagedFuel_C,input,Desc_HeavyOilResidue_C,Heavy Oil Residue,1000.0,1.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_DilutedPackagedFuel_C,input,Desc_PackagedWater_C,Packaged Water,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_DilutedPackagedFuel_C,output,Desc_Fuel_C,Packaged Fuel,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_CopperRotor_C,input,Desc_CopperSheet_C,Copper Sheet,6.0,6.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_CopperRotor_C,input,Desc_IronScrew_C,Screws,52.0,52.0,items,195.0,docs_a81d250e96aa
Recipe_Alternate_CopperRotor_C,output,Desc_Rotor_C,Rotor,3.0,3.0,items,11.25,docs_a81d250e96aa
Recipe_Alternate_CopperAlloyIngot_C,input,Desc_OreCopper_C,Copper Ore,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_CopperAlloyIngot_C,input,Desc_OreIron_C,Iron Ore,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_CopperAlloyIngot_C,output,Desc_CopperIngot_C,Copper Ingot,10.0,10.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_CokeSteelIngot_C,input,Desc_OreIron_C,Iron Ore,15.0,15.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_CokeSteelIngot_C,input,Desc_PetroleumCoke_C,Petroleum Coke,15.0,15.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_CokeSteelIngot_C,output,Desc_SteelIngot_C,Steel Ingot,20.0,20.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_CoatedIronPlate_C,input,Desc_IronIngot_C,Iron Ingot,5.0,5.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_CoatedIronPlate_C,input,Desc_Plastic_C,Plastic,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_CoatedIronPlate_C,output,Desc_IronPlate_C,Iron Plate,10.0,10.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_CoatedIronCanister_C,input,Desc_IronPlate_C,Iron Plate,2.0,2.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_CoatedIronCanister_C,input,Desc_CopperSheet_C,Copper Sheet,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_CoatedIronCanister_C,output,Desc_FluidCanister_C,Empty Canister,4.0,4.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_CoatedCable_C,input,Desc_Wire_C,Wire,5.0,5.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_CoatedCable_C,input,Desc_HeavyOilResidue_C,Heavy Oil Residue,2000.0,2.0,m3,15.0,docs_a81d250e96aa
Recipe_Alternate_CoatedCable_C,output,Desc_Cable_C,Cable,9.0,9.0,items,67.5,docs_a81d250e96aa
Recipe_Alternate_BoltedFrame_C,input,Desc_IronPlateReinforced_C,Reinforced Iron Plate,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_BoltedFrame_C,input,Desc_IronScrew_C,Screws,56.0,56.0,items,140.0,docs_a81d250e96aa
Recipe_Alternate_BoltedFrame_C,output,Desc_ModularFrame_C,Modular Frame,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_AdheredIronPlate_C,input,Desc_IronPlate_C,Iron Plate,3.0,3.0,items,11.25,docs_a81d250e96aa
Recipe_Alternate_AdheredIronPlate_C,input,Desc_Rubber_C,Rubber,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_AdheredIronPlate_C,output,Desc_IronPlateReinforced_C,Reinforced Iron Plate,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_RocketFuel_Nitro_C,input,Desc_LiquidFuel_C,Fuel,4000.0,4.0,m3,100.0,docs_a81d250e96aa
Recipe_Alternate_RocketFuel_Nitro_C,input,Desc_NitrogenGas_C,Nitrogen Gas,3000.0,3.0,m3,75.0,docs_a81d250e96aa
Recipe_Alternate_RocketFuel_Nitro_C,input,Desc_Sulfur_C,Sulfur,4.0,4.0,items,100.0,docs_a81d250e96aa
Recipe_Alternate_RocketFuel_Nitro_C,input,Desc_Coal_C,Coal,2.0,2.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_RocketFuel_Nitro_C,output,Desc_RocketFuel_C,Rocket Fuel,6000.0,6.0,m3,150.0,docs_a81d250e96aa
Recipe_Alternate_RocketFuel_Nitro_C,output,Desc_CompactedCoal_C,Compacted Coal,1.0,1.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_IonizedFuel_Dark_C,input,Desc_PackagedRocketFuel_C,Packaged Rocket Fuel,12.0,12.0,items,240.0,docs_a81d250e96aa
Recipe_Alternate_IonizedFuel_Dark_C,input,Desc_DarkMatter_C,Dark Matter Crystal,4.0,4.0,items,80.0,docs_a81d250e96aa
Recipe_Alternate_IonizedFuel_Dark_C,output,Desc_IonizedFuel_C,Ionized Fuel,10000.0,10.0,m3,200.0,docs_a81d250e96aa
Recipe_Alternate_IonizedFuel_Dark_C,output,Desc_CompactedCoal_C,Compacted Coal,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Turbo_C,input,Desc_Coal_C,Coal,30.0,30.0,items,600.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Turbo_C,input,Desc_TurboFuel_C,Packaged Turbofuel,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Turbo_C,output,Desc_Diamond_C,Diamonds,3.0,3.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Pink_C,input,Desc_Coal_C,Coal,8.0,8.0,items,120.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Pink_C,input,Desc_QuartzCrystal_C,Quartz Crystal,3.0,3.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Pink_C,output,Desc_Diamond_C,Diamonds,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Petroleum_C,input,Desc_PetroleumCoke_C,Petroleum Coke,24.0,24.0,items,720.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Petroleum_C,output,Desc_Diamond_C,Diamonds,1.0,1.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_OilBased_C,input,Desc_LiquidOil_C,Crude Oil,10000.0,10.0,m3,200.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_OilBased_C,output,Desc_Diamond_C,Diamonds,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Cloudy_C,input,Desc_Coal_C,Coal,12.0,12.0,items,240.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Cloudy_C,input,Desc_Stone_C,Limestone,24.0,24.0,items,480.0,docs_a81d250e96aa
Recipe_Alternate_Diamond_Cloudy_C,output,Desc_Diamond_C,Diamonds,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Alternate_DarkMatter_Trap_C,input,Desc_TimeCrystal_C,Time Crystal,1.0,1.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_DarkMatter_Trap_C,input,Desc_DarkEnergy_C,Dark Matter Residue,5000.0,5.0,m3,150.0,docs_a81d250e96aa
Recipe_Alternate_DarkMatter_Trap_C,output,Desc_DarkMatter_C,Dark Matter Crystal,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_DarkMatter_Crystallization_C,input,Desc_DarkEnergy_C,Dark Matter Residue,10000.0,10.0,m3,200.0,docs_a81d250e96aa
Recipe_Alternate_DarkMatter_Crystallization_C,output,Desc_DarkMatter_C,Dark Matter Crystal,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Fireworks_01_C,input,Desc_XmasBranch_C,FICSMAS Tree Branch,6.0,6.0,items,15.0,docs_a81d250e96aa
Recipe_Fireworks_01_C,input,Desc_CandyCane_C,Candy Cane,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_Fireworks_01_C,output,Desc_Fireworks_Projectile_01_C,,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_Fireworks_02_C,input,Desc_XmasBranch_C,FICSMAS Tree Branch,4.0,4.0,items,10.0,docs_a81d250e96aa
Recipe_Fireworks_02_C,input,Desc_XmasBow_C,FICSMAS Bow,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_Fireworks_02_C,output,Desc_Fireworks_Projectile_02_C,,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_Fireworks_03_C,input,Desc_XmasBranch_C,FICSMAS Tree Branch,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_Fireworks_03_C,input,Desc_Snow_C,FICSMAS Actual Snow,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_Fireworks_03_C,output,Desc_Fireworks_Projectile_03_C,,1.0,1.0,items,2.5,docs_a81d250e96aa
